Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
84-05 149th Ave,8 Beds,6 Baths,,1965,No Info,"$948,000",New York
70 Arbutus Ave,4 Beds,5 Baths,"4,550 sqft",1997,2 Car Garage,"$1,499,999",New York
242 Edgewater St,3 Beds,3 Baths,"1,232 sqft",1996,Garage,"$387,500",New York
25 Georgia Ct,4 Beds,5 Baths,"2,400 sqft",2000,No Info,"$895,000",New York
15 Pierpont Pl,3 Beds,2 Baths,"1,242 sqft",1981,No Info,"$430,000",New York
3300 Seymour Ave,7 Beds,4 Baths,"2,864 sqft",1935,Garage,"$900,000",New York
9911 199th St,5 Beds,3 Baths,,1940,2 Car Garage,"$785,000",New York
4690 Utopia Pkwy,6 Beds,3 Baths,"2,000 sqft",1940,Garage,"$1,188,000",New York
261 Barbey St,7 Beds,2 Baths,"2,080 sqft",1901,No Info,"$769,000",New York
4558 194th St,4 Beds,4 Baths,"1,860 sqft",1940,Garage,"$928,888",New York
22 Van Wyck Ave,3 Beds,3 Baths,"1,800 sqft",1899,Carport,"$715,000",New York
745 E 231st St #4A,1 Bed,1 Bath,800 sqft,1957,Garage,"$95,000",New York
259 E 92nd St,8 Beds,4 Baths,"3,280 sqft",1930,Garage,"$955,000",New York
1571 201st St,7 Beds,6 Baths,,2021,Garage,"$2,580,000",New York
33 Convent Ave #8,1 Bed,1 Bath,,Year Built,,"$250,000",New York
311 Hart St #1F,3 Beds,2 Baths,"1,263 sqft",2018,No Info,"$875,000",New York
695 King Ave,3 Beds,2 Baths,880 sqft,1920,No Info,"$359,900",New York
200 E 36th St #17-G,1 Bed,1 Bath,,Year Built,,"$595,000",New York
410 Maryland Ave #3C,2 Beds,1 Bath,"1,000 sqft",1974,Open Parking,"$324,900",New York
2048 81st St,3 Beds,2 Baths,"2,260 sqft",1920,Garage,"$1,800,000",New York
93 Groton St,5 Beds,4 Baths,"2,467 sqft",1920,Garage,"$2,288,000",New York
877 Glenmore Ave,3 Beds,1 Bath,"1,240 sqft",1901,Open Parking,"$449,000",New York
64-10 55th Ave,3 Beds,3 Baths,,1925,No Info,"$895,000",New York
45-11 Springfield Blvd,3 Beds,3 Baths,"1,452 sqft",1960,1 Car Garage,"$899,000",New York
102 W 75th St #30,1 Bed,1 Bath,,Year Built,,"$899,000",New York
145 Sackett St #3B,1 Bed,1 Bath,605 sqft,1989,None,"$599,000",New York
60-68 54th St,3 Beds,2 Baths,"1,377 sqft",1930,No Info,"$699,000",New York
250 Mercer St #A503,3 Beds,3 Baths,"1,500 sqft",1888,No Info,"$1,900,000",New York
3447 Ely Ave,3 Beds,2 Baths,760 sqft,1920,No Info,"$469,000",New York
3822 Cypress Ave,5 Beds,4 Baths,"1,980 sqft",1925,Garage,"$948,000",New York
8684 188th St,7 Beds,6 Baths,"4,000 sqft",1940,Garage,"$1,399,000",New York
75 Grand St #4W,4 Beds,3 Baths,"3,000 sqft",1915,No Info,"$7,250,000",New York
781 5th Ave #18,7 Beds,8 Baths,,Year Built,,"$55,000,000",New York
535 W 160th St #5B,3 Beds,1 Bath,700 sqft,1910,No Info,"$235,000",New York
3308 Bell Blvd,3 Beds,2 Baths,,,,"$1,059,000",New York
1715 Fowler Ave,8 Beds,5 Baths,"3,600 sqft",2000,6 Parking Spaces,"$1,400,000",New York
845 Hollywood Ave,4 Beds,2 Baths,"1,125 sqft",1920,No Info,"$669,000",New York
360 W 253rd St,7 Beds,8 Baths,"15,000 sqft",1928,No Info,"$9,800,000",New York
158 Jumel St,3 Beds,2 Baths,880 sqft,1960,No Info,"$659,000",New York
3 Kunath Ave,6 Beds,3 Baths,"2,725 sqft",1984,Garage,"$893,850",New York
192 Sycamore St,3 Beds,1 Bath,"1,250 sqft",1950,Garage,"$589,000",New York
62 Pierrepont St #7B,2 Beds,2 Baths,,Year Built,,"$1,200,000",New York
8 W 65th St #2A,2 Beds,2 Baths,"1,100 sqft",1983,No Info,"$1,450,000",New York
146 W 57th St #77-78,4 Beds,5 Baths,"3,815 sqft",1986,No Info,"$9,999,999",New York
77 Park Ter E #D35,2 Beds,1 Bath,975 sqft,1939,No Info,"$520,000",New York
97-40 62nd Dr #8G,1 Bed,1 Bath,,1954,No Info,"$250,000",New York
41-37 73rd St,5 Beds,2 Baths,,1920,No Info,"$1,199,000",New York
479 Henry St,4 Beds,4 Baths,"4,800 sqft",1931,No Info,"$7,500,000",New York
278 Corona Ave,3 Beds,2 Baths,"1,056 sqft",1988,No Info,"$429,000",New York
144 Reade St,5 Beds,6 Baths,"6,600 sqft",2006,Garage,"$11,500,000",New York
855 E 178th St #4E,1 Bed,1 Bath,750 sqft,1937,None,"$64,500",New York
26 Princeton Ln,3 Beds,3 Baths,"1,480 sqft",1973,Garage,"$598,000",New York
681 Yetman Ave,3 Beds,2 Baths,"1,515 sqft",1994,No Info,"$575,000",New York
40 Fort Hill Cir,3 Beds,3 Baths,"1,196 sqft",1960,Garage,"$499,900",New York
610 Tompkins Ave,3 Beds,2 Baths,"1,256 sqft",1955,Garage,"$609,000",New York
27 Nutwood Ct,3 Beds,3 Baths,"1,925 sqft",1978,No Info,"$624,500",New York
2308 21st Ave,5 Beds,4 Baths,"2,280 sqft",1935,No Info,"$1,399,000",New York
333 E 53rd St #5M,1 Bed,1 Bath,,Year Built,,"$525,000",New York
112-19 34th Ave #3H,2 Beds,1 Bath,"1,000 sqft",1953,Open Parking,"$174,900",New York
2569 Ocean Ave #2E,3 Beds,2 Baths,"1,430 sqft",2007,No Info,"$869,000",New York
85-15 161st St,3 Beds,2 Baths,"1,180 sqft",1920,1 Car Garage,"$750,000",New York
38 Bedford St,4 Beds,5 Baths,"3,016 sqft",1836,No Info,"$5,700,000",New York
108 86th St,5 Beds,3 Baths,,1925,No Info,"$1,699,000",New York
94 1/2 Guernsey St,5 Beds,2 Baths,"2,166 sqft",1901,No Info,"$1,750,000",New York
200 Amsterdam Ave #36A,4 Beds,5 Baths,"3,188 sqft",2021,No Info,"$13,300,000",New York
148 Baltic St,5 Beds,4 Baths,"3,200 sqft",1899,No Info,"$6,250,000",New York
150 Jackson Ave,3 Beds,2 Baths,"1,200 sqft",2001,Garage,"$608,000",New York
283 Green Valley Rd,3 Beds,2 Baths,"1,614 sqft",1980,Carport,"$650,000",New York
115 Maybury Ave,4 Beds,2 Baths,"2,100 sqft",1970,Garage,"$799,000",New York
110 Duane St #2,3 Beds,3 Baths,"2,653 sqft",1915,No Info,"$5,000,000",New York
153 Lafayette Ave #4,2 Beds,1 Bath,,Year Built,,"$949,000",New York
83-20 98th St #3P,2 Beds,1 Bath,,1950,Garage,"$269,000",New York
3929 50th Ave,5 Beds,4 Baths,"2,200 sqft",1940,2 Car Garage,"$1,499,000",New York
95 Schofield St #B,2 Beds,1 Bath,792 sqft,1930,No Info,"$310,000",New York
185 E 2nd St #5D,1 Bed,1 Bath,,Year Built,,"$425,000",New York
5907 60th St,3 Beds,3 Baths,"1,536 sqft",1930,No Info,"$775,000",New York
77 Bleecker St #206,Studio,1 Bath,525 sqft,1930,No Info,"$475,000",New York
72-81 113th St #2B,Studio,1 Bath,,Year Built,,"$155,000",New York
311 Hillman Ave,3 Beds,2 Baths,"1,284 sqft",1975,Carport,"$530,000",New York
144-27 Sanford Ave #4G,2 Beds,1 Bath,655 sqft,2021,Garage,"$678,000",New York
144-27 Sanford Ave #6F,2 Beds,1 Bath,655 sqft,2021,Garage,"$680,000",New York
12-26 30th Dr #2FAM,7 Beds,2 Baths,"1,916 sqft",1901,No Info,"$1,249,000",New York
28-42 210th St,3 Beds,3 Baths,"1,248 sqft",1945,Garage,"$988,888",New York
10 E 22nd St #3/4,3 Beds,4 Baths,"4,000 sqft",1910,No Info,"$7,500,000",New York
1275 Grant Ave #2E,1 Bed,1 Bath,630 sqft,2010,No Info,"$120,000",New York
156 Ridgewood Ave,4 Beds,2 Baths,"1,376 sqft",1975,No Info,"$599,999",New York
6 W 83rd St,4 Beds,6 Baths,"4,950 sqft",1900,No Info,"$7,750,000",New York
1247 Fteley Ave #2F,9 Beds,5 Baths,"3,050 sqft",1930,Garage,"$949,000",New York
36-14 216th St,5 Beds,3 Baths,,1920,Garage,"$1,375,000",New York
196-13 McLaughlin Ave,3 Beds,4 Baths,,1950,Garage,"$1,100,000",New York
40 Bleecker St #F,3 Beds,4 Baths,"2,654 sqft",2019,No Info,"$11,000,000",New York
250 S End Ave #14AF,3 Beds,2 Baths,"1,347 sqft",1985,No Info,"$2,100,000",New York
50 Lexington Ave #4E,2 Beds,2 Baths,"1,050 sqft",1987,No Info,"$1,100,000",New York
390 W End Ave #10D,4 Beds,5 Baths,"3,238 sqft",2008,Garage,"$8,499,000",New York
225 E 76th St #E,1 Bed,1 Bath,,Year Built,,"$325,000",New York
354 S 3rd St #1F,1 Bed,1 Bath,410 sqft,1910,No Info,"$375,000",New York
144-27 Sanford Ave #5H,1 Bed,1 Bath,651 sqft,2021,Garage,"$665,000",New York
87-38 94th St,5 Beds,3 Baths,"2,160 sqft",1915,Garage,"$875,000",New York
160 E 81st St,8 Beds,9 Baths,550 sqft,1899,No Info,"$26,000,000",New York
32 Sharrotts Ln,3 Beds,2 Baths,"1,550 sqft",1997,Garage,"$699,900",New York
178 E 94th St,7 Beds,10 Baths,"9,819 sqft",1920,Garage,"$14,995,000",New York
67-69 E 93rd St,6 Beds,12 Baths,"12,000 sqft",1931,No Info,"$25,000,000",New York
3366 Barker Ave,Studio,,"1,476 sqft",1920,No Info,"$200,000",New York
333 E 92nd St #1A,1 Bed,2 Baths,570 sqft,No Info,No Info,"$424,999",New York
217-63 54th Ave,4 Beds,3 Baths,"4,000 sqft",1935,No Info,"$989,000",New York
124 Thompson St #27/28,2 Beds,2 Baths,,1920,No Info,"$1,750,000",New York
309 Avenue C,5 Beds,5 Baths,"2,478 sqft",1910,Garage,"$1,850,000",New York
144-27 Sanford Ave #3E,1 Bed,1 Bath,604 sqft,2021,Garage,"$600,000",New York
4 W 21st St #12D,2 Beds,3 Baths,"1,518 sqft",2006,No Info,"$1,395,000",New York
48 Hudson St,3 Beds,3 Baths,"1,708 sqft",1910,No Info,"$435,000",New York
16 Evergreen St,4 Beds,3 Baths,"2,374 sqft",1980,Garage,"$699,900",New York
1071 Bushwick Ave,4 Beds,3 Baths,"2,040 sqft",1910,No Info,"$1,295,000",New York
23 W 69th St,7 Beds,8 Baths,785 sqft,1900,No Info,"$10,500,000",New York
72-61 113th St #5B,Studio,1 Bath,"137,820 sqft",1951,Garage,"$178,000",New York
2023 Belmont Ave #3B,2 Beds,1 Bath,"1,000 sqft",1912,No Info,"$170,000",New York
42 E 81st St,6 Beds,6 Baths,"5,236 sqft",1899,No Info,"$12,200,000",New York
3910 N 9th St,3 Beds,2 Baths,"1,024 sqft",1920,Open Parking,"$185,000",Philadelphia
7318 Hasbrook Ave,4 Beds,3 Baths,"2,500 sqft",1952,1 Car Garage,"$315,000",Philadelphia
5941 N Lawrence St,4 Beds,2 Baths,"1,316 sqft",1947,1 Car Garage,"$184,900",Philadelphia
41 E Tulpehocken St,4 Beds,3 Baths,"1,624 sqft",1900,Open Parking,"$275,000",Philadelphia
7344 Rockwell Ave,3 Beds,2 Baths,"1,548 sqft",1953,Open Parking,"$264,900",Philadelphia
6044 N Norwood St,4 Beds,2 Baths,"1,258 sqft",1920,Open Parking,"$199,000",Philadelphia
5512 Master St,3 Beds,2 Baths,"1,594 sqft",1925,Open Parking,"$199,900",Philadelphia
81 E Phil Ellena St,3 Beds,2 Baths,"1,500 sqft",1925,2 Open Spaces,"$399,500",Philadelphia
4433 N Franklin St,3 Beds,2 Baths,"1,134 sqft",1925,Open Parking,"$159,000",Philadelphia
6625 Ditman St,3 Beds,1 Bath,"1,280 sqft",1930,Garage,"$185,000",Philadelphia
273 W Westmoreland St,3 Beds,1 Bath,930 sqft,1920,Open Parking,"$85,000",Philadelphia
233 Rosemar St,3 Beds,1 Bath,"1,020 sqft",1953,Open Parking,"$140,000",Philadelphia
7921 Bingham St,3 Beds,2 Baths,"1,040 sqft",1957,1 Car Garage,"$269,900",Philadelphia
611 E Locust Ave,6 Beds,4 Baths,"3,240 sqft",1925,Open Parking,"$385,000",Philadelphia
209 W Chestnut Hill Ave,8 Beds,8 Baths,"16,581 sqft",1909,Garage,"$1,795,000",Philadelphia
504 W Mount Pleasant Ave,3 Beds,3 Baths,"1,760 sqft",1900,Open Parking,"$480,000",Philadelphia
1704 Delancey Pl,2 Beds,2 Baths,"1,200 sqft",No Info,Open Parking,"$575,000",Philadelphia
827 N 50th St,3 Beds,3 Baths,"1,200 sqft",1925,Open Parking,"$199,000",Philadelphia
3431 Eden St,3 Beds,2 Baths,"1,224 sqft",1960,Open Parking,"$292,500",Philadelphia
3900 Ford Rd #21S,2 Beds,2 Baths,"1,230 sqft",1960,No Info,"$119,000",Philadelphia
1314 Webster St,3 Beds,3 Baths,"1,493 sqft",2014,None,"$550,000",Philadelphia
3122 East St,3 Beds,1 Bath,900 sqft,1920,Open Parking,"$74,900",Philadelphia
1001 W Allens Ln,4 Beds,4 Baths,"2,576 sqft",1975,2 Car Garage,"$309,111",Philadelphia
433 Leverington Ave,4 Beds,3 Baths,"2,010 sqft",1925,4 Open Spaces,"$750,000",Philadelphia
4324 Pechin St,4 Beds,2 Baths,"1,840 sqft",1935,Open Parking,"$357,000",Philadelphia
1108 Byberry Rd,3 Beds,1 Bath,893 sqft,1928,Open Parking,"$245,000",Philadelphia
4644 Oakland St,3 Beds,2 Baths,"1,275 sqft",1945,Open Parking,"$224,900",Philadelphia
10833 Rayland Rd,3 Beds,2 Baths,"1,360 sqft",1968,1 Car Garage,"$269,000",Philadelphia
1911 Fitzwater St,4 Beds,4 Baths,"2,520 sqft",1915,Open Parking,"$875,000",Philadelphia
8204 Seminole St,7 Beds,6 Baths,"8,472 sqft",1892,Garage,"$3,895,000",Philadelphia
610 Magee Ave,3 Beds,2 Baths,"1,200 sqft",1945,None,"$190,000",Philadelphia
609 Saint Andrews Rd,4 Beds,6 Baths,"5,636 sqft",2018,2 Car Garage,"$3,399,000",Philadelphia
4523 Ritchie St,3 Beds,3 Baths,"1,568 sqft",1927,Open Parking,"$439,900",Philadelphia
4719 Chester Ave,7 Beds,3 Baths,"3,796 sqft",1892,1 Open Spaces,"$669,000",Philadelphia
541 S 12th St #C,2 Beds,2 Baths,"1,030 sqft",1988,Open Parking,"$489,000",Philadelphia
511 Pierce St,2 Beds,2 Baths,"1,011 sqft",1920,Open Parking,"$245,000",Philadelphia
6715 Emlen St,6 Beds,4 Baths,"3,667 sqft",1925,3 Open Spaces,"$700,000",Philadelphia
5016 Schuyler St,6 Beds,2 Baths,"2,763 sqft",1950,Open Parking,"$279,000",Philadelphia
209 Lynnebrook Ln,5 Beds,6 Baths,"6,493 sqft",1925,2 Car Garage,"$2,399,000",Philadelphia
410 W Duncannon Ave,4 Beds,3 Baths,"1,650 sqft",1930,Open Parking,"$245,900",Philadelphia
610 Magee Ave,3 Beds,2 Baths,"1,200 sqft",1945,None,"$190,000",Philadelphia
609 Saint Andrews Rd,4 Beds,6 Baths,"5,636 sqft",2018,2 Car Garage,"$3,399,000",Philadelphia
4523 Ritchie St,3 Beds,3 Baths,"1,568 sqft",1927,Open Parking,"$439,900",Philadelphia
4719 Chester Ave,7 Beds,3 Baths,"3,796 sqft",1892,1 Open Spaces,"$669,000",Philadelphia
541 S 12th St #C,2 Beds,2 Baths,"1,030 sqft",1988,Open Parking,"$489,000",Philadelphia
511 Pierce St,2 Beds,2 Baths,"1,011 sqft",1920,Open Parking,"$245,000",Philadelphia
6715 Emlen St,6 Beds,4 Baths,"3,667 sqft",1925,3 Open Spaces,"$700,000",Philadelphia
5016 Schuyler St,6 Beds,2 Baths,"2,763 sqft",1950,Open Parking,"$279,000",Philadelphia
209 Lynnebrook Ln,5 Beds,6 Baths,"6,493 sqft",1925,2 Car Garage,"$2,399,000",Philadelphia
410 W Duncannon Ave,4 Beds,3 Baths,"1,650 sqft",1930,Open Parking,"$245,900",Philadelphia
2124 N 8th St,3 Beds,,"1,794 sqft",No Info,Open Parking,"$275,000",Philadelphia
730 N Bodine St,3 Beds,2 Baths,"1,176 sqft",1920,Open Parking,"$397,500",Philadelphia
751 S Mole St,3 Beds,3 Baths,"2,006 sqft",2010,1 Car Garage,"$769,900",Philadelphia
3614 Decatur St,3 Beds,2 Baths,"1,700 sqft",1900,Open Parking,"$220,000",Philadelphia
3331 Fuller St,3 Beds,3 Baths,"1,400 sqft",1989,1 Car Garage,"$269,900",Philadelphia
3235 Stanwood St,3 Beds,2 Baths,"1,600 sqft",1960,Garage,"$299,888",Philadelphia
141 E Mayland St,3 Beds,2 Baths,"1,440 sqft",1950,None,"$149,900",Philadelphia
1528 S Bouvier St,3 Beds,2 Baths,"1,602 sqft",2017,Open Parking,"$300,000",Philadelphia
1008 Spruce St #1R,3 Beds,1 Bath,"1,320 sqft",1925,Open Parking,"$299,900",Philadelphia
7715 Hartel Ave,3 Beds,3 Baths,"1,191 sqft",1970,1 Car Garage,"$300,000",Philadelphia
751 Hill Rd,3 Beds,3 Baths,"1,818 sqft",1964,1 Car Garage,"$344,900",Philadelphia
3804 Ronnald Dr,4 Beds,3 Baths,"1,332 sqft",1962,1 Car Garage,"$300,000",Philadelphia
5801 N Fairhill St,3 Beds,2 Baths,"1,472 sqft",1950,1 Car Garage,"$215,000",Philadelphia
516 Lantern Ln,4 Beds,4 Baths,"2,858 sqft",2000,2 Car Garage,"$499,900",Philadelphia
2016 E Venango St,3 Beds,2 Baths,"1,088 sqft",1925,Open Parking,"$189,900",Philadelphia
7201 Wayne Ave,7 Beds,7 Baths,"8,000 sqft",1923,2 Car Garage,"$2,450,000",Philadelphia
3321 Saint Vincent St,3 Beds,2 Baths,"1,472 sqft",1945,1 Car Garage,"$280,000",Philadelphia
6728 Oakley St,4 Beds,3 Baths,"1,456 sqft",1929,Open Parking,"$260,000",Philadelphia
4945 Larchwood Ave,4 Beds,3 Baths,"1,536 sqft",1925,Open Parking,"$499,000",Philadelphia
6504 N 9th St,4 Beds,2 Baths,"2,040 sqft",1930,Garage,"$285,000",Philadelphia
6254 Tackawanna St,3 Beds,2 Baths,"1,152 sqft",1945,Open Parking,"$250,000",Philadelphia
1833 Delancey Pl,5 Beds,5 Baths,"5,000 sqft",1918,2 Car Garage,"$6,750,000",Philadelphia
2145 Devereaux Ave,3 Beds,2 Baths,"1,208 sqft",1950,1 Car Garage,"$230,000",Philadelphia
6432 Bingham St,3 Beds,1 Bath,"1,026 sqft",1950,None,"$185,000",Philadelphia
8765 Jackson St,3 Beds,1 Bath,"1,152 sqft",1962,No Info,"$199,900",Philadelphia
43 Woodale Rd,4 Beds,3 Baths,"1,893 sqft",1925,Garage,"$624,000",Philadelphia
12602 Knights Rd,3 Beds,3 Baths,"1,368 sqft",1965,1 Open Spaces,"$279,900",Philadelphia
2119 Bainbridge St,3 Beds,3 Baths,"1,800 sqft",1915,Open Parking,"$950,000",Philadelphia
6521 N 16th St,4 Beds,3 Baths,"2,292 sqft",1925,Open Parking,"$299,900",Philadelphia
1231 Waverly Walk,3 Beds,3 Baths,"1,200 sqft",1903,Open Parking,"$555,900",Philadelphia
165 E Allen St #10,4 Beds,3 Baths,"1,861 sqft",2017,1 Car Garage,"$597,423",Philadelphia
3464 Kirkwood Rd,3 Beds,3 Baths,"1,224 sqft",1960,Open Parking,"$289,900",Philadelphia
7322 Brentwood Rd,3 Beds,2 Baths,"1,296 sqft",1950,2 Car Garage,"$199,000",Philadelphia
3306 Warden Dr,5 Beds,4 Baths,"3,842 sqft",1926,2 Car Garage,"$695,000",Philadelphia
12437 Balston Rd,3 Beds,2 Baths,"1,360 sqft",1962,1 Car Garage,"$299,900",Philadelphia
3441 Vaux St,3 Beds,2 Baths,"1,120 sqft",1945,None,"$330,000",Philadelphia
58 W Nippon St,6 Beds,3 Baths,"2,719 sqft",1917,None,"$500,000",Philadelphia
1200 Latimer St,1 Bed,3 Baths,"5,900 sqft",1997,No Info,"$6,000,000",Philadelphia
5752 N 7th St,3 Beds,1 Bath,"1,164 sqft",1925,1 Car Garage,"$143,800",Philadelphia
1737 Addison St,3 Beds,3 Baths,"1,440 sqft",No Info,Open Parking,"$735,000",Philadelphia
2211 S Felton St,4 Beds,2 Baths,"1,128 sqft",1920,Open Parking,"$175,000",Philadelphia
485 Shurs Ln,3 Beds,1 Bath,"1,530 sqft",1930,Open Parking,"$303,000",Philadelphia
3026 W York St,4 Beds,2 Baths,"1,470 sqft",1915,No Info,"$209,000",Philadelphia
308 W Upsal St,6 Beds,3 Baths,"3,312 sqft",1925,Open Parking,"$499,000",Philadelphia
428 Lombard St #1,2 Beds,2 Baths,"1,266 sqft",2007,None,"$485,000",Philadelphia
4532 Weymouth St,3 Beds,1 Bath,"1,120 sqft",1930,Open Parking,"$95,000",Philadelphia
1414 S Penn Sq #1,5 Beds,8 Baths,"10,000 sqft",2009,Garage,"$12,000,000",Philadelphia
1940 Penfield St,3 Beds,2 Baths,"1,198 sqft",1925,Open Parking,"$250,000",Philadelphia
6800 Henry Ave,3 Beds,3 Baths,"2,016 sqft",1964,1 Car Garage,"$380,000",Philadelphia
4124 Freeland Ave,3 Beds,2 Baths,"1,320 sqft",1925,Open Parking,"$319,000",Philadelphia
6518 Lincoln Dr,8 Beds,4 Baths,"4,725 sqft",1925,5 Open Spaces,"$640,000",Philadelphia
2012 N 3rd St,4 Beds,1 Bath,"1,656 sqft",1920,Open Parking,"$239,900",Philadelphia
12756 Hollins Rd,4 Beds,2 Baths,"1,360 sqft",1962,2 Open Spaces,"$339,000",Philadelphia
15028 Sunflower Dr,3 Beds,2 Baths,"1,925 sqft",2008,2 Car Garage,"$379,900",Philadelphia
5439 Chester Ave,4 Beds,2 Baths,"1,840 sqft",1925,Open Parking,"$126,000",Philadelphia
2306 Spruce St #301,2 Beds,2 Baths,"1,065 sqft",1900,Open Parking,"$374,900",Philadelphia
2818 N Swanson St,2 Beds,1 Bath,936 sqft,1935,Open Parking,"$149,900",Philadelphia
3416 Kirkwood Rd,3 Beds,2 Baths,"1,224 sqft",1960,1 Car Garage,"$250,000",Philadelphia
5426 Bingham St,3 Beds,2 Baths,"1,196 sqft",1925,4 Open Spaces,"$265,000",Philadelphia
1712 N Dover St,2 Beds,1 Bath,"1,000 sqft",1915,Open Parking,"$209,900",Philadelphia
1445 N Hollywood St,3 Beds,3 Baths,"1,156 sqft",1925,Open Parking,"$349,900",Philadelphia
1316 N Hollywood St,3 Beds,2 Baths,976 sqft,1925,Open Parking,"$199,000",Philadelphia
4514 Higbee St,4 Beds,3 Baths,"2,850 sqft",2010,1 Car Garage,"$449,900",Philadelphia
246 W Ashdale St,3 Beds,,"1,248 sqft",1930,Garage,"$230,000",Philadelphia
129 W Upsal St,6 Beds,4 Baths,"5,616 sqft",1925,Garage,"$799,900",Philadelphia
4350 Aubrey Ave,4 Beds,3 Baths,"2,432 sqft",1962,5 Open Spaces,"$484,900",Philadelphia
333 Shawmont Ave #F,2 Beds,2 Baths,"1,311 sqft",1980,Open Parking,"$170,000",Philadelphia
2823 Gaul St,3 Beds,1 Bath,"1,050 sqft",1920,Open Parking,"$259,900",Philadelphia
7415 Rockwell Ave,3 Beds,1 Bath,"1,280 sqft",1953,Open Parking,"$250,000",Philadelphia
1234 E Cliveden St,3 Beds,4 Baths,"1,684 sqft",1950,1 Car Garage,"$319,900",Philadelphia
25 W Abington Ave,3 Beds,2 Baths,"1,511 sqft",1925,Open Parking,"$535,000",Philadelphia
9206 Masland St,4 Beds,2 Baths,"1,499 sqft",1954,3 Open Spaces,"$384,900",Philadelphia
1905 S 11th St,3 Beds,2 Baths,"1,523 sqft",1925,None,"$430,000",Philadelphia
3804 Henry Ave,3 Beds,3 Baths,"2,308 sqft",1935,1 Car Garage,"$499,000",Philadelphia
704 S Mildred St,2 Beds,1 Bath,787 sqft,1915,Open Parking,"$299,900",Philadelphia
6003 Woodbine Ave,5 Beds,3 Baths,"3,168 sqft",1925,2 Car Garage,"$449,900",Philadelphia
253 Pine St #3,2 Beds,2 Baths,"1,287 sqft",1900,Open Parking,"$460,000",Philadelphia
12023 Academy Rd,3 Beds,3 Baths,"1,540 sqft",1959,1 Car Garage,"$299,900",Philadelphia
1227 N Etting St,3 Beds,3 Baths,"1,700 sqft",2019,Open Parking,"$430,000",Philadelphia
1725 Wylie St,3 Beds,3 Baths,"1,728 sqft",1920,Open Parking,"$444,900",Philadelphia
11875 Academy Rd #75B,3 Beds,3 Baths,"1,326 sqft",1980,1 Open Spaces,"$219,900",Philadelphia
2732 W Thompson St,3 Beds,2 Baths,"1,080 sqft",1925,Open Parking,"$365,000",Philadelphia
3012 Almond St,3 Beds,2 Baths,"2,280 sqft",1920,Open Parking,"$394,500",Philadelphia
3209 Kilburn Rd,3 Beds,3 Baths,"1,596 sqft",1965,None,"$289,900",Philadelphia
9058 Wesleyan Rd,3 Beds,2 Baths,"1,170 sqft",1955,Open Parking,"$259,900",Philadelphia
420 Seville St,3 Beds,3 Baths,"2,200 sqft",2021,2 Car Garage,"$599,000",Philadelphia
6102 Christian St,4 Beds,2 Baths,"1,840 sqft",1925,Open Parking,"$199,000",Philadelphia
1210 W Dauphin St,5 Beds,2 Baths,"1,775 sqft",1925,Open Parking,"$250,000",Philadelphia
9319 Torresdale Ave,5 Beds,,"1,916 sqft",1925,Open Parking,"$424,800",Philadelphia
3630 Stanton St,4 Beds,3 Baths,"2,700 sqft",2013,1 Open Spaces,"$585,000",Philadelphia
1422 S Carlisle St,3 Beds,2 Baths,"1,380 sqft",1925,Open Parking,"$249,900",Philadelphia
228 Locust St,3 Beds,3 Baths,"2,652 sqft",1970,2 Carport Spaces,"$1,588,500",Philadelphia
5910 N 21st St,3 Beds,1 Bath,"1,046 sqft",1925,1 Car Garage,"$159,999",Philadelphia
1212 W Dauphin St,5 Beds,2 Baths,"1,775 sqft",1925,Open Parking,"$290,000",Philadelphia
12111 Thornton Rd,4 Beds,1 Bath,"1,691 sqft",1973,Open Parking,"$295,000",Philadelphia
4230 Teesdale St,3 Beds,1 Bath,"1,254 sqft",1950,1 Car Garage,"$235,000",Philadelphia
1025 Westview St,7 Beds,8 Baths,"9,977 sqft",1931,5 Open Spaces,"$3,195,000",Philadelphia
3900 Ford Rd #18J,Studio,1 Bath,578 sqft,1960,Open Parking,"$68,900",Philadelphia
1410 S 15th St,3 Beds,3 Baths,"2,103 sqft",1915,Open Parking,"$489,000",Philadelphia
1528 Pine St #3R,1 Bed,1 Bath,515 sqft,1900,None,"$269,999",Philadelphia
801 E Sharpnack St,3 Beds,4 Baths,"1,975 sqft",1955,1 Car Garage,"$300,000",Philadelphia
4444 Elizabeth St,2 Beds,2 Baths,750 sqft,1935,Open Parking,"$139,900",Philadelphia
7006 Horrocks St,3 Beds,3 Baths,"1,296 sqft",1950,1 Car Garage,"$242,000",Philadelphia
810 E Thompson St,4 Beds,4 Baths,"3,300 sqft",2017,1 Car Garage,"$870,000",Philadelphia
1010 Addison St,2 Beds,2 Baths,"1,170 sqft",1978,1 Open Spaces,"$615,000",Philadelphia
412 S Carlisle St,3 Beds,2 Baths,"1,591 sqft",No Info,None,"$749,000",Philadelphia
828 N 46th St,3 Beds,2 Baths,"1,208 sqft",1925,Open Parking,"$229,900",Philadelphia
526 N 22nd St,6 Beds,,"2,550 sqft",No Info,Open Parking,"$1,175,000",Philadelphia
